DFS_winState,DFS_winningPathSize,DFS_remainingCells,DFS_cellSum,DFS_searchRatio,BFS_winState,BFS_winningPathSize,BFS_remainingCells,BFS_cellSum,BFS_searchRatio,AStar_winState,AStar_winningPathSize,AStar_remainingCells,AStar_cellSum,AStar_searchRatio
true,337,289.0,625.00,1.0,true,49,2.0,625.00,1.0,true,49,181.0,625.00,0.7744
true,289,303.0,620.00,0.9564516129032258,true,49,2.0,620.00,1.0,true,49,145.0,620.00,0.6548387096774193
true,241,315.0,613.00,0.9053833605220228,true,49,2.0,613.00,1.0,true,49,105.0,613.00,0.46492659053833607
true,289,319.0,615.00,0.9869918699186991,true,49,1.0,615.00,1.0,true,49,140.0,615.00,0.7365853658536585
true,191,254.0,598.00,0.802675585284281,true,49,2.0,598.00,1.0,true,49,136.0,598.00,0.6923076923076923
true,233,263.0,590.00,0.9220338983050848,true,49,1.0,590.00,1.0,true,49,166.0,590.00,0.8372881355932204
true,195,248.0,597.00,0.7420435510887772,true,49,2.0,597.00,1.0,true,49,92.0,597.00,0.4438860971524288
true,197,239.0,579.00,0.7512953367875648,true,49,2.0,579.00,1.0,true,49,63.0,579.00,0.3022452504317789
true,143,192.0,569.00,0.6889279437609842,true,49,2.0,569.00,1.0,true,49,62.0,569.00,0.3304042179261863
true,143,199.0,577.00,0.6689774696707106,true,49,2.0,577.00,1.0,true,49,67.0,577.00,0.3119584055459272
true,145,184.0,567.00,0.5802469135802469,true,49,2.0,567.00,1.0,true,49,111.0,567.00,0.5767195767195767
true,189,206.0,564.00,0.7429078014184397,true,49,3.0,564.00,0.9946808510638298,true,49,62.0,564.00,0.3173758865248227
true,167,213.0,560.00,0.8517857142857143,true,49,1.0,560.00,1.0,true,49,122.0,560.00,0.8910714285714286
true,161,192.0,544.00,0.7352941176470589,true,49,2.0,544.00,0.9981617647058824,true,49,65.0,544.00,0.35661764705882354
true,197,201.0,530.00,0.9037735849056604,true,49,2.0,530.00,0.9981132075471698,true,49,64.0,530.00,0.3886792452830189
true,143,152.0,519.00,0.8131021194605009,true,49,2.0,519.00,1.0,true,49,110.0,519.00,0.7533718689788054
true,101,110.0,534.00,0.5749063670411985,true,49,2.0,534.00,0.99812734082397,true,49,77.0,534.00,0.41947565543071164
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
true,183,163.0,518.00,0.7316602316602316,true,49,1.0,518.00,1.0,true,49,81.0,518.00,0.48841698841698844
true,107,103.0,498.00,0.4538152610441767,true,49,2.0,498.00,0.9919678714859438,true,49,69.0,498.00,0.44176706827309237
true,117,98.0,504.00,0.49007936507936506,true,49,2.0,504.00,0.9841269841269841,true,49,46.0,504.00,0.37103174603174605
true,105,96.0,483.00,0.6853002070393375,true,49,2.0,483.00,0.9937888198757764,true,49,66.0,483.00,0.525879917184265
true,153,141.0,484.00,0.6508264462809917,true,49,2.0,484.00,0.993801652892562,true,49,89.0,484.00,0.7128099173553719
true,133,136.0,483.00,0.8074534161490683,true,49,2.0,483.00,0.9958592132505176,true,49,75.0,483.00,0.505175983436853
true,179,145.0,476.00,0.8025210084033614,true,49,2.0,476.00,0.9831932773109243,true,49,59.0,476.00,0.47478991596638653
true,105,92.0,476.00,0.49159663865546216,true,49,5.0,476.00,0.9936974789915967,true,49,52.0,476.00,0.43487394957983194
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
true,77,64.0,451.00,0.8292682926829268,true,49,2.0,451.00,0.9711751662971175,true,49,57.0,451.00,0.549889135254989
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
true,131,85.0,458.00,0.5720524017467249,true,49,2.0,458.00,0.9170305676855895,true,49,57.0,458.00,0.519650655021834
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
true,93,57.0,449.00,0.8641425389755011,true,53,2.0,449.00,0.9799554565701559,true,53,26.0,449.00,0.48997772828507796
true,71,52.0,427.00,0.8079625292740047,true,49,4.0,427.00,0.8266978922716628,true,51,24.0,427.00,0.4028103044496487
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
true,99,54.0,425.00,0.6447058823529411,true,59,2.0,425.00,0.9035294117647059,true,61,30.0,425.00,0.5623529411764706
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
false,0,null,0.00,null,false,0,null,0.00,null,false,0,null,0.00,null
